gsId	id	name	iconId	materialsIds	materialsName	materialsCount	rank	groups	sequence	point	money	level	profession	remark	rates
387	1050605193	限量版秒秒手套·山	1150605131	1050605162:1042200101:1042200201:1042200301:0	真秒秒手套·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	4	16000000	0	1	5:13:17	物理爆击率：24% 精力：19444 辅助值：35%	10000:0:0:0:0:0
388	1050605194	限量版王者之手·山	1150605132	1050605163:1042200101:1042200201:1042200301:1042200401	真王者之手·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	4	20000000	0	1	5:13:17	物理爆击率：27% 精力：24305 辅助值：40%	10000:0:0:0:0:0
389	1050901006	改※神秘传说	1150900020	1050900020:1042200101:1042200201:1045011002:0	神秘传说:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	1	1	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
390	1050901007	改※兰色韵律	1150900021	1050900021:1042200101:1042200201:1045011002:0	兰色韵律:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	1	2	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
391	1050901008	改※触动心悬	1150900022	1050900022:1042200101:1042200201:1045011002:0	触动心悬:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	1	3	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
392	1050901009	改※飘渺空间	1150900023	1050900023:1042200101:1042200201:1045011002:0	飘渺空间:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	1	4	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
393	1050901010	改※风和日丽	1150900024	1050900024:1042200101:1042200201:1045011002:0	风和日丽:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	1	5	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
394	1050901011	改※随风飘落	1150900025	1050900025:1042200101:1042200201:1045011002:0	随风飘落:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	2	1	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
395	1050901012	改※风花雪月	1150900026	1050900026:1042200101:1042200201:1045011002:0	风花雪月:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	2	2	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
396	1050901013	改※遥远视觉	1150900027	1050900027:1042200101:1042200201:1045011002:0	遥远视觉:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	2	3	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
397	1050901014	改※星悬月	1150900028	1050900028:1042200101:1042200201:1045011002:0	星悬月:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	2	4	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
398	1050901015	改※古寺之夜	1150900029	1050900029:1042200101:1042200201:1045011002:0	古寺之夜:素材之星.天上:素材之星.天下:形象进化宝石:0	1:50:10:5:0	5	2	5	500000	0	1	0:0:0	生命：2500 精力：2500	10000:0:0:0:0:0
399	1050901036	极※神秘传说	1150900020	1050901006:1050000001:1042010102:0:0	改※神秘传说:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	3	1	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
400	1050901037	极※兰色韵律	1150900021	1050901007:1050000001:1042010102:0:0	改※兰色韵律:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	3	2	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
401	1050901038	极※触动心悬	1150900022	1050901008:1050000001:1042010102:0:0	改※触动心悬:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	3	3	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
402	1050901039	极※飘渺空间	1150900023	1050901009:1050000001:1042010102:0:0	改※飘渺空间:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	3	4	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
403	1050901040	极※风和日丽	1150900024	1050901010:1050000001:1042010102:0:0	改※风和日丽:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	3	5	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
404	1050901041	极※随风飘落	1150900025	1050901011:1050000001:1042010102:0:0	改※随风飘落:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	4	1	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
405	1050901042	极※风花雪月	1150900026	1050901012:1050000001:1042010102:0:0	改※风花雪月:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	4	2	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
406	1050901043	极※遥远视觉	1150900027	1050901013:1050000001:1042010102:0:0	改※遥远视觉:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	4	3	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
407	1050901044	极※星悬月	1150900028	1050901014:1050000001:1042010102:0:0	改※星悬月:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	4	4	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
408	1050901045	极※古寺之夜	1150900029	1050901015:1050000001:1042010102:0:0	改※古寺之夜:奇妙之心:奇妙宝石:0:0	1:1:5:0:0	5	4	5	1500000	0	1	0:0:0	生命：3000 精力：3000 物免：700 魔免：700 抗物理爆击伤害：3% 抗精神爆击伤害：3%	0:10000:0:0:0:0
409	1050901046	尊※神秘传说	1150900020	1050901036:1050000001:1042010102:0:0	极※神秘传说:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	5	1	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
410	1050901047	尊※兰色韵律	1150900021	1050901037:1050000001:1042010102:0:0	极※兰色韵律:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	5	2	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
411	1050901048	尊※触动心悬	1150900022	1050901038:1050000001:1042010102:0:0	极※触动心悬:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	5	3	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
412	1050901049	尊※飘渺空间	1150900023	1050901039:1050000001:1042010102:0:0	极※飘渺空间:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	5	4	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
413	1050901050	尊※风和日丽	1150900024	1050901040:1050000001:1042010102:0:0	极※风和日丽:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	5	5	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
414	1050901051	尊※随风飘落	1150900025	1050901041:1050000001:1042010102:0:0	极※随风飘落:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	6	1	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
415	1050901052	尊※风花雪月	1150900026	1050901042:1050000001:1042010102:0:0	极※风花雪月:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	6	2	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
416	1050901053	尊※遥远视觉	1150900027	1050901043:1050000001:1042010102:0:0	极※遥远视觉:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	6	3	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
417	1050901054	尊※星悬月	1150900028	1050901044:1050000001:1042010102:0:0	极※星悬月:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	6	4	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
418	1050901055	尊※古寺之夜	1150900029	1050901045:1050000001:1042010102:0:0	极※古寺之夜:奇妙之心:奇妙宝石:0:0	1:2:10:0:0	5	6	5	6000000	0	1	0:0:0	生命：6000 精力：6000 物免：1400 魔免：1400 抗物理爆击伤害：6% 抗精神爆击伤害：6%	0:10000:0:0:0:0
419	1050901056	王※神秘传说	1150900020	1050901046:1050000001:1042010102:0:0	尊※神秘传说:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	7	1	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
420	1050901057	王※兰色韵律	1150900021	1050901047:1050000001:1042010102:0:0	尊※兰色韵律:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	7	2	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
421	1050901058	王※触动心悬	1150900022	1050901048:1050000001:1042010102:0:0	尊※触动心悬:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	7	3	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
422	1050901059	王※飘渺空间	1150900023	1050901049:1050000001:1042010102:0:0	尊※飘渺空间:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	7	4	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
423	1050901060	王※风和日丽	1150900024	1050901050:1050000001:1042010102:0:0	尊※风和日丽:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	7	5	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
424	1050901061	王※随风飘落	1150900025	1050901051:1050000001:1042010102:0:0	尊※随风飘落:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	8	1	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
425	1050901062	王※风花雪月	1150900026	1050901052:1050000001:1042010102:0:0	尊※风花雪月:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	8	2	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
426	1050901063	王※遥远视觉	1150900027	1050901053:1050000001:1042010102:0:0	尊※遥远视觉:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	8	3	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
427	1050901064	王※星悬月	1150900028	1050901054:1050000001:1042010102:0:0	尊※星悬月:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	8	4	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
428	1050901065	王※古寺之夜	1150900029	1050901055:1050000001:1042010102:0:0	尊※古寺之夜:奇妙之心:奇妙宝石:0:0	1:4:20:0:0	5	8	5	20000000	0	1	0:0:0	生命：12000 精力：12000 物免：2800 魔免：2800 抗物理爆击伤害：12% 抗精神爆击伤害：12%	0:10000:0:0:0:0
429	1050901066	皇※神秘传说	1150900020	1050901056:1050000001:1042010102:1042010105:0	王※神秘传说:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	9	1	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
430	1050901067	皇※兰色韵律	1150900021	1050901057:1050000001:1042010102:1042010105:0	王※兰色韵律:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	9	2	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
431	1050901068	皇※触动心悬	1150900022	1050901058:1050000001:1042010102:1042010105:0	王※触动心悬:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	9	3	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
432	1050901069	皇※飘渺空间	1150900023	1050901059:1050000001:1042010102:1042010105:0	王※飘渺空间:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	9	4	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
433	1050901070	皇※风和日丽	1150900024	1050901060:1050000001:1042010102:1042010105:0	王※风和日丽:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	9	5	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
434	1050901071	皇※随风飘落	1150900025	1050901061:1050000001:1042010102:1042010105:0	王※随风飘落:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	10	1	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
435	1050901072	皇※风花雪月	1150900026	1050901062:1050000001:1042010102:1042010105:0	王※风花雪月:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	10	2	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
436	1050901073	皇※遥远视觉	1150900027	1050901063:1050000001:1042010102:1042010105:0	王※遥远视觉:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	10	3	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
437	1050901074	皇※星悬月	1150900028	1050901064:1050000001:1042010102:1042010105:0	王※星悬月:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	10	4	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
438	1050901075	皇※古寺之夜	1150900029	1050901065:1050000001:1042010102:1042010105:0	王※古寺之夜:奇妙之心:奇妙宝石:王国之心:0	1:8:40:3:0	5	10	5	40000000	0	1	0:0:0	生命：24000 精力：24000 物免：5600 魔免：5600 抗物理爆击伤害：24% 抗精神爆击伤害：24%	0:10000:0:0:0:0
439	1050901081	无双※神秘传说	1150900020	1050901066:1050000001:1045010408:1045000294:1045010406	皇※神秘传说:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
440	1050901082	无双※兰色韵律	1150900021	1050901067:1050000001:1045010408:1045000294:1045010406	皇※兰色韵律:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
441	1050901083	无双※触动心悬	1150900022	1050901068:1050000001:1045010408:1045000294:1045010406	皇※触动心悬:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
442	1050901084	无双※飘渺空间	1150900023	1050901069:1050000001:1045010408:1045000294:1045010406	皇※飘渺空间:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
443	1050901085	无双※风和日丽	1150900024	1050901070:1050000001:1045010408:1045000294:1045010406	皇※风和日丽:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
444	1050901086	无双※随风飘落	1150900025	1050901071:1050000001:1045010408:1045000294:1045010406	皇※随风飘落:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
445	1050901087	无双※风花雪月	1150900026	1050901072:1050000001:1045010408:1045000294:1045010406	皇※风花雪月:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
446	1050901088	无双※遥远视觉	1150900027	1050901073:1050000001:1045010408:1045000294:1045010406	皇※遥远视觉:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
447	1050901089	无双※星悬月	1150900028	1050901074:1050000001:1045010408:1045000294:1045010406	皇※星悬月:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
448	1050901090	无双※古寺之夜	1150900029	1050901075:1050000001:1045010408:1045000294:1045010406	皇※古寺之夜:奇妙之心:奇妙之花:真时之沙:72变宝石	1:8:30:3:2	5	11	1	120000000	0	1	0:0:0	生命：50000 精力：50000 物免：10000 魔免：10000 抗物理爆击伤害：50% 抗精神爆击伤害：50%	0:10000:0:0:0:0
449	1050901001	改※晚安宝贝	1150900035	1050900035:1042200101:1042200201:1042200301:1045011002	晚安宝贝:素材之星.天上:素材之星·天下:素材之星·天地:形象进化宝石	2:200:50:5:20	6	1	1	10000000	0	1	0:0:0	生命：6000 精力：6000	0:0:0:10000:0:0
450	1050901002	改※王者宝座	1150900036	1050900036:1042200101:1042200201:1042200301:1045011002	王者宝座:素材之星.天上:素材之星·天下:素材之星·天地:形象进化宝石	2:200:50:5:20	6	1	2	10000000	0	1	0:0:0	生命：6000 精力：6000	0:0:0:10000:0:0
451	1050901003	改※幸福时刻	1150900037	1050900037:1042200101:1042200201:1042200301:1045011002	幸福时刻:素材之星.天上:素材之星·天下:素材之星·天地:形象进化宝石	2:200:50:5:20	6	1	3	10000000	0	1	0:0:0	生命：6000 精力：6000	0:0:0:10000:0:0
452	1050901004	改※雪映月	1150900038	1050900038:1042200101:1042200201:1042200301:1045011002	雪映月:素材之星.天上:素材之星·天下:素材之星·天地:形象进化宝石	2:200:50:5:20	6	1	4	10000000	0	1	0:0:0	生命：6000 精力：6000	0:0:0:10000:0:0
453	1050901005	改※樱花飘落	1150900039	1050900039:1042200101:1042200201:1042200301:1045011002	樱花飘落:素材之星.天上:素材之星·天下:素材之星·天地:形象进化宝石	2:200:50:5:20	6	1	5	10000000	0	1	0:0:0	生命：6000 精力：6000	0:0:0:10000:0:0
454	1050901016	极※晚安宝贝	1150900035	1050901001:1050000001:1042010102:1045011001:0	改※晚安宝贝:奇妙之心:奇妙宝石:进化宝石:0	1:2:20:5:0	6	2	1	20000000	0	1	0:0:0	生命：10000 精力：10000 物免：3000 魔免：3000 抗物理爆击伤害：10% 抗精神爆击伤害：10%	0:0:0:10000:0:0
455	1050901017	极※王者宝座	1150900036	1050901002:1050000001:1042010102:1045011001:0	改※王者宝座:奇妙之心:奇妙宝石:进化宝石:0	1:2:20:5:0	6	2	2	20000000	0	1	0:0:0	生命：10000 精力：10000 物免：3000 魔免：3000 抗物理爆击伤害：10% 抗精神爆击伤害：10%	0:0:0:10000:0:0
456	1050901018	极※幸福时刻	1150900037	1050901003:1050000001:1042010102:1045011001:0	改※幸福时刻:奇妙之心:奇妙宝石:进化宝石:0	1:2:20:5:0	6	2	3	20000000	0	1	0:0:0	生命：10000 精力：10000 物免：3000 魔免：3000 抗物理爆击伤害：10% 抗精神爆击伤害：10%	0:0:0:10000:0:0
457	1050901019	极※雪映月	1150900038	1050901004:1050000001:1042010102:1045011001:0	改※雪映月:奇妙之心:奇妙宝石:进化宝石:0	1:2:20:5:0	6	2	4	20000000	0	1	0:0:0	生命：10000 精力：10000 物免：3000 魔免：3000 抗物理爆击伤害：10% 抗精神爆击伤害：10%	0:0:0:10000:0:0
458	1050901020	极※樱花飘落	1150900039	1050901005:1050000001:1042010102:1045011001:0	改※樱花飘落:奇妙之心:奇妙宝石:进化宝石:0	1:2:20:5:0	6	2	5	20000000	0	1	0:0:0	生命：10000 精力：10000 物免：3000 魔免：3000 抗物理爆击伤害：10% 抗精神爆击伤害：10%	0:0:0:10000:0:0
459	1050901021	尊※晚安宝贝	1150900035	1050901016:1050000001:1042010102:1045011001:0	极※晚安宝贝:奇妙之心:奇妙宝石:进化宝石:0	1:4:40:10:0	6	3	1	40000000	0	1	0:0:0	生命：20000 精力：20000 物免：6000 魔免：6000 抗物理爆击伤害：20% 抗精神爆击伤害：20%	0:0:0:10000:0:0
460	1050901022	尊※王者宝座	1150900036	1050901017:1050000001:1042010102:1045011001:0	极※王者宝座:奇妙之心:奇妙宝石:进化宝石:0	1:4:40:10:0	6	3	2	40000000	0	1	0:0:0	生命：20000 精力：20000 物免：6000 魔免：6000 抗物理爆击伤害：20% 抗精神爆击伤害：20%	0:0:0:10000:0:0
461	1050901023	尊※幸福时刻	1150900037	1050901018:1050000001:1042010102:1045011001:0	极※幸福时刻:奇妙之心:奇妙宝石:进化宝石:0	1:4:40:10:0	6	3	3	40000000	0	1	0:0:0	生命：20000 精力：20000 物免：6000 魔免：6000 抗物理爆击伤害：20% 抗精神爆击伤害：20%	0:0:0:10000:0:0
462	1050901024	尊※雪映月	1150900038	1050901019:1050000001:1042010102:1045011001:0	极※雪映月:奇妙之心:奇妙宝石:进化宝石:0	1:4:40:10:0	6	3	4	40000000	0	1	0:0:0	生命：20000 精力：20000 物免：6000 魔免：6000 抗物理爆击伤害：20% 抗精神爆击伤害：20%	0:0:0:10000:0:0
463	1050901025	尊※樱花飘落	1150900039	1050901020:1050000001:1042010102:1045011001:0	极※樱花飘落:奇妙之心:奇妙宝石:进化宝石:0	1:4:40:10:0	6	3	5	40000000	0	1	0:0:0	生命：20000 精力：20000 物免：6000 魔免：6000 抗物理爆击伤害：20% 抗精神爆击伤害：20%	0:0:0:10000:0:0
464	1050901026	王※晚安宝贝	1150900035	1050901021:1050000001:1042010102:1045011001:1042200401	尊※晚安宝贝:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:8:80:20:2	6	4	1	80000000	0	1	0:0:0	生命：40000 精力：40000 物免：12000 魔免：12000 抗物理爆击伤害：40% 抗精神爆击伤害：40%	0:0:0:10000:0:0
465	1050901027	王※王者宝座	1150900036	1050901022:1050000001:1042010102:1045011001:1042200401	尊※王者宝座:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:8:80:20:2	6	4	2	80000000	0	1	0:0:0	生命：40000 精力：40000 物免：12000 魔免：12000 抗物理爆击伤害：40% 抗精神爆击伤害：40%	0:0:0:10000:0:0
466	1050901028	王※幸福时刻	1150900037	1050901023:1050000001:1042010102:1045011001:1042200401	尊※幸福时刻:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:8:80:20:2	6	4	3	80000000	0	1	0:0:0	生命：40000 精力：40000 物免：12000 魔免：12000 抗物理爆击伤害：40% 抗精神爆击伤害：40%	0:0:0:10000:0:0
467	1050901029	王※雪映月	1150900038	1050901024:1050000001:1042010102:1045011001:1042200401	尊※雪映月:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:8:80:20:2	6	4	4	80000000	0	1	0:0:0	生命：40000 精力：40000 物免：12000 魔免：12000 抗物理爆击伤害：40% 抗精神爆击伤害：40%	0:0:0:10000:0:0
468	1050901030	王※樱花飘落	1150900039	1050901025:1050000001:1042010102:1045011001:1042200401	尊※樱花飘落:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:8:80:20:2	6	4	5	80000000	0	1	0:0:0	生命：40000 精力：40000 物免：12000 魔免：12000 抗物理爆击伤害：40% 抗精神爆击伤害：40%	0:0:0:10000:0:0
469	1050901031	皇※晚安宝贝	1150900035	1050901026:1050000001:1042010102:1045011001:1042200401	王※晚安宝贝:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:16:160:40:3	6	5	1	200000000	0	1	0:0:0	生命：80000 精力：80000 物免：24000 魔免：24000 抗物理爆击伤害：80% 抗精神爆击伤害：80%	0:0:0:10000:0:0
470	1050901032	皇※王者宝座	1150900036	1050901027:1050000001:1042010102:1045011001:1042200401	王※王者宝座:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:16:160:40:3	6	5	2	200000000	0	1	0:0:0	生命：80000 精力：80000 物免：24000 魔免：24000 抗物理爆击伤害：80% 抗精神爆击伤害：80%	0:0:0:10000:0:0
471	1050901033	皇※幸福时刻	1150900037	1050901028:1050000001:1042010102:1045011001:1042200401	王※幸福时刻:奇妙之心:奇妙宝石:进化宝石:素材之星·无双	1:16:160:40:3	6	5	3	200000000	0	1	0:0:0	生命：80000 精力：80000 物免：24000 魔免：24000 抗物理爆击伤害：80% 抗精神爆击伤害：80%	0:0:0:10000:0:0
