level	levelExp	total
1317	279867947	86724918843
1318	280582786	87005501629
1319	281299001	87286800630
1320	282016594	87568817224
1321	282735567	87851552791
1322	283455923	88135008714
1323	284177662	88419186376
1324	284900788	88704087164
1325	285625301	88989712465
1326	286351204	89276063669
1327	287078499	89563142168
1328	287807187	89850949355
1329	288537272	90139486627
1330	289268753	90428755380
1331	290001635	90718757015
1332	290735917	91009492932
1333	291471604	91300964536
1334	292208695	91593173231
1335	292947194	91886120425
1336	293687102	92179807527
1337	294428422	92474235949
1338	295171154	92769407103
1339	295915302	93065322405
1340	296660867	93361983272
1341	297407851	93659391123
1342	298156256	93957547379
1343	298906084	94256453463
1344	299657337	94556110800
1345	300410017	94856520817
1346	301164126	95157684943
1347	301919666	95459604609
1348	302676639	95762281248
1349	303435047	96065716295
1350	304194892	96369911187
1351	304956175	96674867362
1352	305718900	96980586262
1353	306483067	97287069329
1354	307248679	97594318008
1355	308015738	97902333746
1356	308784245	98211117991
1357	309554204	98520672195
1358	310325615	98830997810
1359	311098482	99142096292
1360	311872805	99453969097
1361	312648586	99766617683
1362	313425829	100080043512
1363	314204535	100394248047
1364	314984705	100709232752
1365	315766342	101024999094
1366	316549449	101341548543
1367	317334026	101658882569
1368	318120076	101977002645
1369	318907601	102295910246
1370	319696603	102615606849
1371	320487084	102936093933
1372	321279046	103257372979
1373	322072491	103579445470
1374	322867422	103902312892
1375	323663839	104225976731
1376	324461746	104550438477
1377	325261144	104875699621
1378	326062035	105201761656
1379	326864421	105528626077
1380	327668305	105856294382
1381	328473688	106184768070
1382	329280573	106514048643
1383	330088961	106844137604
1384	330898855	107175036459
1385	331710256	107506746715
1386	332523167	107839269882
1387	333337590	108172607472
1388	334153526	108506760998
1389	334970979	108841731977
1390	335789949	109177521926
1391	336610439	109514132365
1392	337432452	109851564817
1393	338255988	110189820805
1394	339081051	110528901856
1395	339907642	110868809498
1396	340735764	111209545262
1397	341565418	111551110680
1398	342396606	111893507286
1399	343229331	112236736617
1400	344063595	112580800212
1401	344899399	112925699611
1402	345736747	113271436358
1403	346575639	113618011997
1404	347416079	113965428076
1405	348258068	114313686144
1406	349101608	114662787752
1407	349946701	115012734453
1408	350793350	115363527803
1409	351641557	115715169360
1410	352491323	116067660683
1411	353342651	116421003334
1412	354195543	116775198877
1413	355050001	117130248878
1414	355906027	117486154905
1415	356763624	117842918529
1416	357622793	118200541322
1417	358483536	118559024858
1418	359345856	118918370714
1419	360209755	119278580469
1420	361075235	119639655704
1421	361942298	120001598002
1422	362810946	120364408948
1423	363681182	120728090130
1424	364553006	121092643136
1425	365426423	121458069559
1426	366301433	121824370992
1427	367178039	122191549031
1428	368056243	122559605274
1429	368936048	122928541322
1430	369817454	123298358776
1431	370700465	123669059241
1432	371585083	124040644324
1433	372471310	124413115634
1434	373359147	124786474781
1435	374248598	125160723379
1436	375139664	125535863043
1437	376032348	125911895391
1438	376926651	126288822042
1439	377822576	126666644618
1440	378720125	127045364743
1441	379619300	127424984043
1442	380520103	127805504146
1443	381422537	128186926683
1444	382326604	128569253287
1445	383232305	128952485592
1446	384139644	129336625236
1447	385048622	129721673858
1448	385959241	130107633099
1449	386871504	130494504603
1450	387785413	130882290016
1451	388700970	131270990986
1452	389618177	131660609163
1453	390537036	132051146199
1454	391457550	132442603749
1455	392379721	132834983470
1456	393303551	133228287021
1457	394229042	133622516063
1458	395156197	134017672260
1459	396085018	134413757278
1460	397015506	134810772784
1461	397947664	135208720448
1462	398881495	135607601943
1463	399817001	136007418944
1464	400754183	136408173127
1465	401693044	136809866171
1466	402633587	137212499758
1467	403575813	137616075571
1468	404519724	138020595295
1469	405465324	138426060619
1470	406412614	138832473233
1471	407361596	139239834829
1472	408312273	139648147102
1473	409264647	140057411749
1474	410218721	140467630470
1475	411174495	140878804965
1476	412131973	141290936938
1477	413091158	141704028096
1478	414052050	142118080146
1479	415014653	142533094799
1480	415978969	142949073768
1481	416944999	143366018767
1482	417912747	143783931514
1483	418882215	144202813729
1484	419853404	144622667133
1485	420826317	145043493450
1486	421800957	145465294407
1487	422777325	145888071732
1488	423755424	146311827156
1489	424735256	146736562412
1490	425716824	147162279236
1491	426700130	147588979366
1492	427685175	148016664541
1493	428671963	148445336504
1494	429660495	148874996999
1495	430650775	149305647774
1496	431642803	149737290577
1497	432636584	150169927161
1498	433632118	150603559279
1499	434629408	151038188687
1500	435628456	151473817143
1501	436629265	151910446408
1502	437631838	152348078246
1503	438636175	152786714421
1504	439642281	153226356702
1505	440650156	153667006858
1506	441659804	154108666662
1507	442671226	154551337888
1508	443684425	154995022313
1509	444699404	155439721717
1510	445716164	155885437881
1511	446734708	156332172589
1512	447755039	156779927628
1513	448777158	157228704786
1514	449801068	157678505854
1515	450826771	158129332625
1516	451854270	158581186895
1517	452883567	159034070462
1518	453914664	159487985126
1519	454947564	159942932690
1520	455982269	160398914959
1521	457018781	160855933740
1522	458057104	161313990844
1523	459097238	161773088082
1524	460139186	162233227268
1525	461182952	162694410220
1526	462228537	163156638757
1527	463275943	163619914700
1528	464325173	164084239873
1529	465376230	164549616103
1530	466429115	165016045218
1531	467483832	165483529050
1532	468540381	165952069431
1533	469598767	166421668198
1534	470658991	166892327189
1535	471721055	167364048244
1536	472784963	167836833207
1537	473850715	168310683922
1538	474918316	168785602238
1539	475987767	169261590005
1540	477059070	169738649075
1541	478132228	170216781303
1542	479207244	170695988547
1543	480284119	171176272666
1544	481362857	171657635523
1545	482443459	172140078982
1546	483525928	172623604910
1547	484610267	173108215177
1548	485696478	173593911655
1549	486784562	174080696217
1550	487874524	174568570741
1551	488966364	175057537105
1552	490060086	175547597191
1553	491155692	176038752883
1554	492253185	176531006068
1555	493352566	177024358634
1556	494453838	177518812472
1557	495557005	178014369477
1558	496662067	178511031544
1559	497769028	179008800572
1560	498877890	179507678462
1561	499988655	180007667117
1562	501101326	180508768443
1563	502215906	181010984349
1564	503332397	181514316746
1565	504450800	182018767546
1566	505571120	182524338666
1567	506693358	183031032024
1568	507817516	183538849540
1569	508943598	184047793138
1570	510071605	184557864743
1571	511201540	185069066283
1572	512333406	185581399689
1573	513467205	186094866894
1574	514602939	186609469833
1575	515740612	187125210445
1576	516880224	187642090669
1577	518021780	188160112449
1578	519165281	188679277730
1579	520310730	189199588460
1580	521458130	189721046590
1581	522607482	190243654072
1582	523758790	190767412862
1583	524912056	191292324918
1584	526067282	191818392200
1585	527224472	192345616672
1586	528383626	192874000298
1587	529544749	193403545047
1588	530707842	193934252889
1589	531872908	194466125797
1590	533039949	194999165746
1591	534208968	195533374714
1592	535379968	196068754682
1593	536552951	196605307633
1594	537727920	197143035553
1595	538904877	197681940430
1596	540083824	198222024254
1597	541264764	198763289018
1598	542447700	199305736718
1599	543632635	199849369353
1600	544819570	200394188923
1601	546008508	200940197431
1602	547199453	201487396884
1603	548392406	202035789290
1604	549587369	202585376659
1605	550784347	203136161006
1606	551983340	203688144346
1607	553184352	204241328698
1608	554387385	204795716083
1609	555592442	205351308525
1610	556799525	205908108050
1611	558008637	206466116687
1612	559219781	207025336468
1613	560432958	207585769426
1614	561648172	208147417598
1615	562865426	208710283024
1616	564084721	209274367745
1617	565306060	209839673805
1618	566529447	210406203252
1619	567754882	210973958134
1620	568982370	211542940504
1621	570211913	212113152417
1622	571443513	212684595930
1623	572677173	213257273103
1624	573912895	213831185998
1625	575150682	214406336680
1626	576390537	214982727217
1627	577632463	215560359680
1628	578876461	216139236141
1629	580122534	216719358675
1630	581370686	217300729361
1631	582620919	217883350280
1632	583873235	218467223515
1633	585127637	219052351152
1634	586384127	219638735279
1635	587642709	220226377988
1636	588903384	220815281372
1637	590166156	221405447528
1638	591431028	221996878556
1639	592698001	222589576557
1640	593967078	223183543635
1641	595238262	223778781897
1642	596511556	224375293453
1643	597786963	224973080416
1644	599064484	225572144900
1645	600344123	226172489023
1646	601625882	226774114905
1647	602909764	227377024669
1648	604195772	227981220441
1649	605483908	228586704349
1650	606774175	229193478524
1651	608066575	229801545099
1652	609361112	230410906211
1653	610657787	231021563998
1654	611956605	231633520603
1655	613257566	232246778169
1656	614560674	232861338843
1657	615865932	233477204775
1658	617173343	234094378118
1659	618482908	234712861026
1660	619794631	235332655657
1661	621108514	235953764171
1662	622424561	236576188732
1663	623742773	237199931505
1664	625063153	237824994658
1665	626385705	238451380363
1666	627710431	239079090794
1667	629037333	239708128127
1668	630366414	240338494541
1669	631697678	240970192219
1670	633031126	241603223345
1671	634366761	242237590106
1672	635704587	242873294693
1673	637044606	243510339299
1674	638386820	244148726119
1675	639731232	244788457351
1676	641077845	245429535196
1677	642426663	246071961859
1678	643777686	246715739545
1679	645130919	247360870464
1680	646486364	248007356828
1681	647844023	248655200851
1682	649203900	249304404751
1683	650565997	249954970748
1684	651930318	250606901066
1685	653296863	251260197929
1686	654665638	251914863567
1687	656036643	252570900210
1688	657409882	253228310092
1689	658785358	253887095450
1690	660163074	254547258524
1691	661543032	255208801556
1692	662925235	255871726791
1693	664309685	256536036476
1694	665696387	257201732863
1695	667085341	257868818204
1696	668476552	258537294756
1697	669870021	259207164777
1698	671265753	259878430530
1699	672663748	260551094278
1700	674064011	261225158289
1701	675466544	261900624833
1702	676871350	262577496183
1703	678278432	263255774615
1704	679687792	263935462407
1705	681099433	264616561840
1706	682513358	265299075198
1707	683929570	265983004768
1708	685348072	266668352840
1709	686768866	267355121706
1710	688191956	268043313662
1711	689617344	268732931006
1712	691045032	269423976038
1713	692475025	270116451063
1714	693907324	270810358387
1715	695341932	271505700319
1716	696778853	272202479172
1717	698218088	272900697260
1718	699659642	273600356902
1719	701103516	274301460418
1720	702549714	275004010132
1721	703998238	275708008370
1722	705449092	276413457462
1723	706902278	277120359740
1724	708357799	277828717539
1725	709815657	278538533196
1726	711275856	279249809052
1727	712738399	279962547451
1728	714203288	280676750739
1729	715670527	281392421266
1730	717140117	282109561383
1731	718612063	282828173446
1732	720086366	283548259812
1733	721563031	284269822843
1734	723042058	284992864901
1735	724523453	285717388354
1736	726007217	286443395571
1737	727493353	287170888924
1738	728981864	287899870788
1739	730472753	288630343541
1740	731966023	289362309564
1741	733461677	290095771241
1742	734959718	290830730959
1743	736460148	291567191107
1744	737962971	292305154078
1745	739468190	293044622268
1746	740975807	293785598075
1747	742485825	294528083900
1748	743998247	295272082147
1749	745513076	296017595223
1750	747030316	296764625539
1751	748549968	297513175507
1752	750072036	298263247543
1753	751596523	299014844066
1754	753123432	299767967498
1755	754652765	300522620263
1756	756184526	301278804789
1757	757718718	302036523507
1758	759255343	302795778850
1759	760794404	303556573254
1760	762335905	304318909159
1761	763879848	305082789007
1762	765426236	305848215243
1763	766975073	306615190316
1764	768526360	307383716676
1765	770080102	308153796778
1766	771636301	308925433079
1767	773194960	309698628039
1768	774756082	310473384121
1769	776319670	311249703791
1770	777885727	312027589518
1771	779454256	312807043774
1772	781025260	313588069034
1773	782598741	314370667775
1774	784174704	315154842479
1775	785753150	315940595629
1776	787334084	316727929713
1777	788917507	317516847220
1778	790503423	318307350643
1779	792091834	319099442477
1780	793682745	319893125222
1781	795276158	320688401380
1782	796872075	321485273455
1783	798470500	322283743955
1784	800071436	323083815391
1785	801674886	323885490277
1786	803280853	324688771130
1787	804889339	325493660469
1788	806500349	326300160818
1789	808113884	327108274702
1790	809729949	327918004651
1791	811348546	328729353197
1792	812969677	329542322874
1793	814593347	330356916221
1794	816219557	331173135778
1795	817848312	331990984090
1796	819479614	332810463704
1797	821113466	333631577170
1798	822749872	334454327042
1799	824388834	335278715876
1800	826030355	336104746231
1801	827674439	336932420670
1802	829321088	337761741758
1803	830970306	338592712064
1804	832622095	339425334159
1805	834276459	340259610618
1806	835933401	341095544019
1807	837592923	341933136942
1808	839255030	342772391972
1809	840919723	343613311695
1810	842587007	344455898702
1811	844256884	345300155586
1812	845929357	346146084943
1813	847604429	346993689372
1814	849282104	347842971476
1815	850962384	348693933860
1816	852645272	349546579132
1817	854330773	350400909905
1818	856018888	351256928793
1819	857709621	352114638414
1820	859402975	352974041389
1821	861098954	353835140343
1822	862797559	354697937902
1823	864498795	355562436697
1824	866202664	356428639361
1825	867909170	357296548531
1826	869618316	358166166847
1827	871330104	359037496951
1828	873044539	359910541490
1829	874761622	360785303112
